;Evaluation
1783;2396.8472
1784;1256.4426
1785;2199.6890
1786;2031.4019
1787;1761.4793
1788;1391.5860
1789;1392.5318
1790;1470.8348
1791;1471.7721
1792;1656.6776
1793;1768.0524
1794;1263.8431
1795;1896.6911
1796;1476.1472
1797;1563.9185
1798;3324.1981
1799;1663.0321
1800;2661.7471
1801;2420.6743
1802;1402.3874
1803;1904.1667
1804;1569.0668
1805;2223.7536
1806;1405.4205
1807;1272.5201
1808;862.9966
1809;2058.7595
1810;2677.2849
1811;1785.7860
1812;1675.1028
1813;1787.7073
1814;1676.8491
1815;2064.7320
1816;1678.5286
1817;1168.6260
1818;1582.0178
1819;2069.7062
1820;2243.0089
1821;1417.5813
1822;1078.3155
1823;2074.6032
1824;1173.5561
1825;1928.9113
1826;2701.3681
1827;1422.7165
1828;1176.2423
1829;4509.7588
1830;2255.7920
1831;5414.6873
1832;1693.0205
1833;2463.4824
1834;2259.1017
1835;1179.6162
1836;969.9319
1837;3018.4510
1838;1007.0847
1839;3399.7818
1840;2720.7228
1841;3401.7768
1842;2094.3222
1843;1433.9031
1844;1603.5353
1845;1818.2714
1846;1516.1578
1847;975.6343
1848;2102.2765
1849;2733.8574
1850;1709.5960
1851;1244.2931
1852;1521.7422
1853;1612.1944
1854;1523.5675
1855;1524.5062
1856;1615.1194
1857;1962.1336
1858;1717.8013
1859;2749.3763
1860;1447.9834
1861;2117.2035
1862;1835.8403
1863;1252.6611
1864;3937.7748
1865;1451.7044
1866;1022.5199
1867;1624.9410
1868;1454.8397
1869;1455.7797
1870;2128.5905
1871;1384.5321
1872;2130.9618
1873;1458.9726
1874;1260.9733
1875;2522.8524
1876;3084.3715
1877;2524.4828
1878;2137.0210
1879;3087.6934
1880;2316.6405
1881;2528.1185
1882;1987.3056
1883;2530.2025
1884;2531.0942
1885;1161.0402
1886;1327.8539
1887;1859.8599
1888;2325.7365
1889;2538.0726
1890;1269.9882
1891;3992.2450
1892;1747.5406
1893;1645.6800
1894;1999.2505
1895;2799.8445
1896;1647.9049
1897;1557.2906
1898;1219.7004
1899;1651.0594
1900;2159.9926
1901;1560.9232
1902;1874.0336
1903;2008.7932
1904;5625.3944
1905;1758.8713
1906;1043.2548
1907;1342.2779
1908;1566.9036
1909;830.5051
1910;2567.9207
1911;2354.8352
1912;2569.8141
1913;1663.7547
1914;1347.7988
1915;2359.5583
1916;4719.9311
1917;2023.7529
1918;2361.9427
1919;1492.6947
1920;3152.1279
1921;2365.0062
1922;1290.9556
1923;1093.3056
1924;2031.3449
1925;2032.2670
1926;1897.7121
1927;3559.0093
1928;1017.8215
1929;1900.8613
1930;1056.9915
1931;2196.1904
1932;985.4621
1933;2199.2500
1934;1430.4581
1935;1101.3101
1936;2046.2154
1937;3183.8810
1938;1303.4496
1939;1025.1008
1940;2392.7468
1941;2393.6578
1942;1368.7527
1943;1513.7750
1944;3596.0880
1945;1798.9791
1946;2056.8308
1947;1440.7192
1948;2217.4110
1949;1518.1188
1950;1697.6595
1951;1519.9043
1952;2063.6504
1953;4128.1524
1954;3613.0014
1955;2224.2924
1956;3213.7415
1957;1929.1753
1958;1809.5374
1959;1316.9787
1960;1317.9321
1961;7249.3701
1962;1116.2468
1963;1708.0765
1964;1614.0668
1965;2422.0105
1966;2422.9235
1967;1077.7788
1968;1455.9436
1969;1120.9162
1970;2429.5572
1971;1167.1404
1972;1824.5921
1973;1825.5273
1974;1719.0734
1975;2248.9348
1976;1828.1919
1977;2438.4969
1978;2439.3297
1979;1394.8020
1980;1542.5686
1981;1396.6068
1982;2095.8357
1983;1334.6630
1984;2447.7948
1985;2671.2182
1986;3673.7879
1987;1547.7475
1988;1548.6932
1989;1015.6250
1990;2266.5408
1991;1551.7360
1992;1638.8739
1993;1844.6642
1994;1737.0761
1995;5906.8251
1996;1641.7258
1997;1970.9987
1998;1848.7422
1999;1849.6748
2000;5919.7505
2001;2277.7383
2002;1851.5866
2003;3292.4790
2004;1412.0119
2005;1648.2692
2006;1855.2372
2007;2121.1962
2008;990.8240
2009;2287.3939
2010;1983.3374
2011;1750.9364
2012;1861.3019
2013;1862.2355
2014;4257.3872
2015;3312.1835
2016;3313.0696
2017;2982.6034
2018;1421.2384
2019;1422.1845
2020;2715.9748
2021;1660.7042
2022;1574.1896
2023;1994.9009
2024;3741.3115
2025;1361.4280
2026;1152.9344
2027;1666.2562
2028;2000.4314
2029;1429.8071
2030;2730.4436
2031;3004.3756
2032;3005.2724
2033;2312.6689
2034;2313.5873
2035;1671.8633
2036;2150.4639
2037;2316.7785
2038;1435.1465
2039;1256.6985
2040;3352.0807
2041;1886.4806
2042;1887.4158
2043;2157.9669
2044;1778.0842
2045;2016.0926
2046;1681.0171
2047;1892.0781
2048;2019.1479
2049;1595.0086
2050;3031.4037
2051;1516.6486
2052;1785.2300
2053;1897.7328
2054;1321.1135
2055;2026.5511
2056;2027.4824
2057;1323.2216
2058;1384.3208
2059;2769.5346
2060;1792.9914
2061;2771.8930
2062;1452.8927
2063;2347.8945
2064;2181.1077
2065;2182.0299
2066;1910.2122
2067;2184.0228
2068;1529.7638
2069;2782.2893
2070;1134.4858
2071;1094.9276
2072;2359.2264
2073;1805.0523
2074;3410.4269
2075;1228.7089
2076;1920.7873
2077;1060.7083
2078;1619.9202
2079;906.2187
2080;3424.2686
2081;2371.5642
2082;1341.4026
2083;1543.5535
2084;1470.9993
2085;2207.4202
2086;5151.4734
2087;2576.6421
2088;2379.2794
2089;2210.2551
2090;1147.0157
2091;2581.6988
2092;2066.2801
2093;1824.1268
2094;1241.3641
2095;1634.3181
2096;2218.9253
2097;1828.2891
2098;3885.9550
2099;1943.8991
2100;2074.4176
2101;1638.6425
2102;1730.6161
2103;3894.6939
2104;1417.1588
2105;2835.2189
2106;1733.5742
2107;1486.8704
2108;1837.6408
2109;1838.5712
2110;2605.5538
2111;3127.4602
2112;920.8099
2113;3479.3905
2114;5219.9072
2115;2610.8678
2116;1741.4664
2117;1363.8390
2118;2413.8665
2119;2853.6538
2120;1570.4494
2121;3490.6642
2122;3491.5300
2123;1654.8224
2124;1573.0291
2125;1430.9768
2126;2099.6970
2127;1370.3184
2128;1854.8955
2129;2426.5517
2130;2427.4693
2131;3156.6036
2132;3157.5001
2133;2256.2768
2134;3510.6466
2135;4514.5200
2136;2873.6935
2137;3161.9579
2138;3162.8540
2139;2109.4994
2140;2637.7880
2141;1508.2572
2142;2880.3008
2143;2113.1519
2144;2114.0717
2145;2440.2290
2146;2115.7858
2147;1512.2269
2148;2887.8765
2149;1589.2792
2150;2890.5000
2151;1590.7170
2152;2448.1769
2153;1990.0796
2154;1873.9556
2155;2451.4760
2156;1678.2701
2157;1595.3047
2158;3191.5053
2159;3192.3985
2160;3193.2778
2161;2281.8361
2162;1598.2321
2163;1332.8137
2164;2908.8632
2165;2134.0918
2166;1601.5140
2167;1885.0718
2168;1687.5876
2169;2467.3871
2170;4583.1379
2171;2917.4445
2172;1888.6951
2173;2007.6430
2174;4016.1553
2175;3570.7971
2176;2473.0105
2177;3573.0101
2178;2680.6651
2179;1192.3674
2180;2013.0512
2181;1342.9801
2182;3224.0469
2183;2015.9622
2184;2151.2237
2185;1467.6952
2186;2484.7109
2187;2485.6023
2188;1796.0976
2189;2021.5353
2190;2488.9547
2191;2489.8742
2192;1904.9574
2193;2491.9966
2194;1906.5804
2195;983.1466
2196;3605.7556
2197;3246.0775
2198;2164.9831
2199;2030.5963
2200;5415.7515
2201;1548.3011
2202;2956.7180
2203;4647.0752
2204;6506.6995
2205;2169.8283
2206;2713.1904
2207;2326.5014
2208;2715.1634
2209;2716.0740
2210;3622.3152
2211;3623.1976
2212;1919.1005
2213;1053.3763
2214;1361.5678
2215;2971.6005
2216;2724.8764
2217;1635.8729
2218;2045.7644
2219;2046.6987
2220;1927.2411
2221;5461.3478
2222;2521.5415
2223;2522.4616
2224;2733.5789
2225;3645.6584
2226;1930.9920
2227;1493.0814
2228;2987.0528
2229;3651.7288
2230;2348.4660
2231;1827.5262
2232;2350.5969
2233;2194.8206
2234;2533.4036
2235;2534.3225
2236;2197.2777
2237;2536.2350
2238;2748.5020
2239;2749.4155
2240;4714.1255
2241;2357.9892
2242;2540.2926
2243;2202.5156
2244;2542.2663
2245;2543.1085
2246;1837.6239
2247;2757.3347
2248;2068.9360
2249;1839.9961
2250;2760.9066
2251;2209.5895
2252;1658.1334
2253;2369.6852
2254;3016.8639
2255;2213.2986
2256;1953.8449
2257;1954.7806
2258;2557.1534
2259;1956.4004
2260;3326.7683
2261;2377.1866
2262;1585.7397
2263;2220.9498
2264;1754.3272
2265;4167.3790
2266;1962.0376
2267;3033.1442
2268;2086.1571
2269;2385.0863
2270;1452.7446
2271;1857.2257
2272;1454.4358
2273;3717.7783
2274;2390.9205
2275;2232.4557
2276;3349.5801
2277;3045.9647
2278;3351.4449
2279;1862.8554
2280;2236.2893
2281;2796.2763
2282;3356.4188
2283;3052.1874
2284;1866.1650
2285;2240.3238
2286;2801.3112
2287;2101.9033
2288;1463.1466
2289;2805.2716
2290;3741.2354
2291;2806.8400
2292;1404.3757
2293;1774.8870
2294;2108.6145
2295;3749.5311
2296;2110.0388
2297;3376.9567
2298;2413.0363
2299;2112.3355
2300;4829.0299
2301;1989.3616
2302;1691.8536
2303;1991.2960
2304;3386.0990
2305;2419.5493
2306;2420.4659
2307;2824.7879
2308;1994.9071
2309;1257.0138
2310;1997.3138
2311;1171.7913
2312;3399.0886
2313;2000.4033
2314;3092.4360
2315;1890.7490
2316;1792.1273
2317;2129.0672
2318;3097.7233
2319;1175.9605
2320;2436.8445
2321;2133.1739
2322;3793.1855
2323;2439.4023
2324;2627.9691
2325;3106.6890
2326;2011.1452
2327;2137.7756
2328;2851.2790
2329;2139.3932
2330;2014.4811
2331;1803.3732
2332;1804.3176
2333;2857.7455
2334;2287.0590
2335;1183.9242
2336;3122.1600
2337;1374.7042
2338;1719.3276
2339;1720.2672
2340;2458.4500
2341;3825.1186
2342;3443.3994
2343;1276.2927
2344;1814.6235
2345;1815.5676
2346;2300.6502
2347;1726.4244
2348;2032.0213
2349;3455.3205
2350;2033.4770
2351;2660.0630
2352;1281.7324
2353;2472.8392
2354;2164.6668
2355;2474.8310
2356;1925.8104
2357;1651.6440
2358;1508.9767
2359;1653.6396
2360;3157.8539
2361;1086.4794
2362;1449.5932
2363;1933.7295
2364;2048.4162
2365;2322.4335
2366;2903.9514
2367;5808.6774
2368;3169.2738
2369;2491.0685
2370;2491.9935
2371;1939.1578
2372;3879.1997
2373;2686.5213
2374;1664.0278
2375;1664.9741
2376;1093.6057
2377;1129.8483
2378;2335.9502
2379;3186.2941
2380;1349.0062
2381;3508.3118
2382;1132.6792
2383;5017.0035
2384;3902.9924
2385;3194.1742
2386;3195.0802
2387;1953.4918
2388;4396.2196
2389;3908.5200
2390;1530.3747
2391;5029.1910
2392;2201.2055
2393;2348.8809
2394;3203.9234
2395;2937.8426
2396;1533.7393
2397;2075.9855
2398;3209.1472
2399;2207.2211
2400;3532.4423
2401;5047.1530
2402;2945.0799
2403;3213.7191
2404;2357.6555
2405;1769.1868
2406;5898.1130
2407;1539.5913
2408;1610.5033
2409;2726.3846
2410;2532.5598
2411;2364.6521
2412;2956.7261
2413;2218.4652
2414;3550.4413
2415;5918.2311
2416;1973.6856
2417;2538.4757
2418;7108.4509
2419;3555.1204
2420;2735.6275
2421;2964.5092
2422;2541.9179
2423;4449.1866
2424;2543.2946
2425;2739.8505
2426;2227.0530
2427;1876.3579
2428;4457.0941
2429;1486.6540
2430;1322.4310
2431;1786.2291
2432;2977.9622
2433;2553.4641
2434;1882.3923
2435;2236.2617
2436;1988.7252
2437;2754.5239
2438;2388.1845
2439;1629.2587
2440;1328.4959
2441;2563.0232
2442;1709.6327
2443;1796.0562
2444;1797.0040
2445;3994.2206
2446;3995.0946
2447;5137.1919
2448;1893.5943
2449;2570.8001
2450;3000.1771
2451;3601.0106
2452;1637.7751
2453;2252.8704
2454;2253.8053
2455;1718.1313
2456;2406.2484
2457;2407.1761
2458;2580.0021
2459;2408.8993
2460;2409.7638
2461;2410.6850
2462;2782.4788
2463;2584.6487
2464;2413.2643
2465;2011.9928
2466;2264.4243
2467;2013.7541
2468;1450.8614
2469;3023.5420
2470;3024.4438
2471;2135.8407
2472;3631.8261
2473;3302.5639
2474;2019.1755
2475;1913.8454
2476;2798.0738
2477;2140.6232
2478;2141.5604
2479;1917.0760
2480;1518.6412
2481;2430.7495
2482;3315.5609
2483;1824.5030
2484;1921.4754
2485;4057.3298
2486;1826.7317
2487;5220.0413
2488;1523.4642
2489;1355.1491
2490;2614.4274
2491;2816.4569
2492;1927.9939
2493;2290.4224
2494;2156.6279
2495;1746.7898
2496;1595.8468
2497;2622.6751
2498;2623.6011
2499;1934.1243
2500;3675.7298
2501;1671.7376
2502;2452.8128
2503;1840.5072
2504;3068.4211
2505;3069.2537
2506;2047.1119
2507;5264.8413
2508;1418.4168
2509;2459.5209
2510;1757.7042
2511;5273.8934
2512;1679.0092
2513;2309.5729
2514;2053.8945
2515;2054.8373
2516;4624.2441
2517;2846.6074
2518;1948.6119
2519;1763.9734
2520;2850.3982
2521;3088.8051
2522;3370.5080
2523;2318.1590
2524;2182.7331
2525;2062.4134
2526;1768.7306
2527;2322.3939
2528;1858.8628
2529;2656.4446
2530;3381.8351
2531;1772.3823
2532;2190.3426
2533;3385.9805
2534;1863.2380
2535;3106.3050
2536;2485.9747
2537;1865.4292
2538;2870.7935
2539;2488.9485
2540;4667.6500
2541;2668.1552
2542;2491.2094
2543;1625.6556
2544;2078.1130
2545;1701.2272
2546;1628.2156
2547;2081.4356
2548;3406.8926
2549;2082.9309
2550;2083.8716
2551;3410.8760
2552;2680.9010
2553;2681.8275
2554;2503.9657
2555;2504.8911
2556;3758.1348
2557;2891.7185
2558;2212.2474
2559;1710.3715
2560;2688.6343
2561;2353.4881
2562;1982.8302
2563;3140.3790
2564;1885.1751
2565;2357.4019
2566;2515.4914
2567;6289.5480
2568;4193.9190
2569;3146.3492
2570;4196.0097
2571;2518.5173
2572;4723.0847
2573;1989.6116
2574;3151.1323
2575;2909.6584
2576;2102.3630
2577;1402.5363
2578;1994.0224
2579;2229.5467
2580;3791.1138
2581;2230.9937
2582;1581.2011
2583;2109.2060
2584;3164.7194
2585;1809.3567
2586;2923.7197
2587;2534.8201
2588;2002.1119
2589;2718.0742
2590;3171.9834
2591;2538.4849
2592;2539.4169
2593;4233.2395
2594;2931.6246
2595;1588.9190
2596;3467.6374
2597;3468.5307
2598;2245.2719
2599;2727.3268
2600;1910.0770
2601;5458.2154
2602;1318.4645
2603;4780.2922
2604;1822.0148
2605;2944.1681
2606;1823.5295
2607;1824.4800
2608;1916.6504
2609;1917.5946
2610;2131.6009
2611;2558.8505
2612;1828.6983
2613;1829.6487
2614;3493.8685
2615;7687.2888
2616;2136.2950
2617;1748.8302
2618;2565.8756
2619;2961.5454
2620;2750.9136
2621;3502.0682
2622;1541.8682
2623;2966.0504
2624;2143.0852
2625;2270.0849
2626;2969.4715
2627;2032.6882
2628;1171.3015
2629;2035.3073
2630;3516.4230
2631;2763.8274
2632;2150.5853
2633;2420.3433
2634;1435.2370
2635;1846.2083
2636;2424.0204
2637;2155.6223
2638;2587.6741
2639;2986.6838
2640;1554.0305
2641;2590.9642
2642;4319.1595
2643;3534.7627
2644;3241.0943
2645;4862.4912
2646;3890.8901
2647;2289.6963
2648;1947.1623
2649;2164.4565
2650;2783.7928
2651;3543.9144
2652;1147.5274
2653;2439.4128
2654;1859.5470
2655;4339.7741
2656;4340.6465
2657;3552.3392
2658;3553.2447
2659;2443.7763
2660;2793.8100
2661;1956.6113
2662;1864.3893
2663;2611.0774
2664;3561.4425
2665;2612.6561
2666;2178.1553
2667;3565.1602
2668;1961.7838
2669;1189.9281
2670;2455.1513
2671;2806.8131
2672;5614.4630
2673;2621.0124
2674;3025.1652
2675;6555.3535
2676;2314.5897
2677;2811.4974
2678;2187.6585
2679;2317.2830
2680;3940.2720
2681;1877.2674
2682;2319.9152
2683;4382.9461
2684;1879.3531
2685;3947.5250
2686;3037.4765
2687;4388.3489
2688;2633.9386
2689;2470.2525
2690;3953.2951
2691;2326.4065
2692;3955.7886
2693;2826.4891
2694;2638.9882
2695;4399.1857
2696;1886.3156
2697;2476.7251
2698;2642.7712
2699;3050.2712
2700;4406.8214
2701;3967.0368
2702;3607.3024
2703;3307.6077
2704;3054.0961
2705;2482.3876
2706;2337.3047
2707;1656.5475
2708;4970.5136
2709;1421.1097
2710;2341.5885
2711;2488.8707
2712;1992.0412
2713;2656.9856
2714;2657.9158
2715;1662.1531
2716;2347.5043
2717;2661.4344
2718;3071.7948
2719;2349.9535
2720;2103.4826
2721;1999.2572
2722;4443.6759
2723;2857.5719
2724;1601.1985
2725;1820.4968
2726;2003.4909
2727;2004.4379
2728;4009.7730
2729;2005.8339
2730;2229.6434
2731;2230.5841
2732;2510.3400
2733;2869.8870
2734;1914.2053
2735;3350.7669
2736;2514.0008
2737;3095.0688
2738;1829.8560
2739;4026.5792
2740;2237.9310
2741;4029.1654
2742;3100.2784
2743;4479.0626
2744;2880.3242
2745;5041.4400
2746;3103.3443
2747;2018.1217
2748;3364.4485
2749;1836.1054
2750;1837.0503
2751;4042.4076
2752;2246.7202
2753;2528.4920
2754;2248.4875
2755;2891.8384
2756;2892.7654
2757;2383.2164
2758;5788.5252
2759;1930.4575
2760;4054.8586
2761;1622.9021
2762;3121.8852
2763;3122.8049
2764;2030.7674
2765;2902.0184
2766;2902.9371
2767;5081.0119
2768;2541.4366
2769;2542.3080
2770;2393.6989
2771;2544.2359
2772;1101.1812
2773;2038.1333
2774;2912.5412
2775;2399.5000
2776;4080.0194
2777;2148.3231
2778;1775.6564
2779;3142.4591
2780;2554.1607
2781;4087.5518
2782;2152.2884
2783;3718.4950
2784;8181.4828
2785;5114.2995
2786;2154.3276
2787;1638.2420
2788;2048.7509
2789;4098.3915
2790;2411.7558
2791;2563.4223
2792;4102.3681
2793;3419.5543
2794;4104.3482
2795;2566.1530
2796;2161.9150
2797;4564.9279
2798;2417.6490
2799;6850.8345
2800;5138.9989
2801;3738.3543
2802;3427.7398
2803;4114.1840
2804;2743.6555
2805;2940.5572
2806;3743.4285
2807;1791.2822
2808;2424.4056
2809;2170.1484
2810;2577.9758
2811;2750.7711
2812;3439.3646
2813;3440.2757
2814;2173.7366
2815;2174.6794
2816;3757.1688
2817;2296.9903
2818;3759.6145
2819;4595.9443
2820;3182.6514
2821;2434.7306
2822;2760.2923
2823;1593.4362
2824;5919.3285
2825;1802.4886
2826;2962.1508
2827;2183.5829
2828;2184.5032
2829;2306.8060
2830;3194.9572
2831;2596.8372
2832;4155.8294
2833;3778.9332
2834;2310.2873
2835;3199.7596
2836;2600.7331
2837;2601.6529
2838;4626.0466
2839;4164.3349
2840;2192.6901
2841;2193.6353
2842;1985.6651
2843;4634.1027
2844;2781.3786
2845;3793.6881
2846;4637.6156
2847;4638.4975
2848;4639.3838
2849;1989.2581
2850;2199.5992
2851;2459.3149
2852;2613.9355
2853;1992.4974
2854;2616.0831
2855;2791.4135
2856;3221.7688
2857;2095.0980
2858;4191.0910
2859;1996.7034
2860;2467.4500
2861;2208.6600
2862;3228.9315
2863;3229.8329
2864;5249.3453
2865;3231.2869
2866;2626.2945
2867;2627.2268
2868;1450.4679
2869;1753.6033
2870;3007.1033
2871;2005.6826
2872;2006.6333
2873;1916.3711
2874;3243.9981
2875;1758.1207
2876;2110.6910
2877;1624.5681
2878;3840.7900
2879;4225.7649
2880;4696.1813
2881;2114.2271
2882;1567.0550
2883;2015.7321
2884;1925.0557
2885;2017.6692
2886;2825.6640
2887;1211.9658
2888;3263.9038
2889;2234.1421
2890;3266.2035
2891;1770.1454
2892;2656.1512
2893;3864.3605
2894;2025.1383
2895;1849.9706
2896;2837.5523
2897;3547.8480
2898;2028.2924
2899;2130.6557
2900;2368.3373
2901;2842.9337
2902;1939.3130
2903;2134.1822
2904;2668.6613
2905;1857.4085
2906;1583.1920
2907;1859.4767
2908;3888.8778
2909;2139.8291
2910;2378.5301
2911;1647.6336
2912;3060.7466
2913;4285.9400
2914;2858.2217
2915;3573.6551
2916;3299.6644
2917;2860.6364
2918;2682.7816
2919;1717.9363
2920;2261.3869
2921;2262.3189
2922;2687.4386
2923;2688.2982
2924;2049.1548
2925;2869.7441
2926;3588.0935
2927;3313.0038
2928;4307.7992
2929;2872.7924
2930;2535.7517
2931;2536.6849
2932;1797.7694
2933;2271.8120
2934;3084.0625
2935;2056.8983
2936;3927.7060
2937;2542.3964
2938;3602.6430
2939;1880.5904
2940;1442.7510
2941;2062.0229
2942;3937.4964
2943;2407.1884
2944;4815.2600
2945;3940.6636
2946;2710.1417
2947;1668.7001
2948;2066.9375
2949;4341.4654
2950;3947.6934
2951;2714.9690
2952;2715.9018
2953;1811.5537
2954;2071.2941
2955;2559.5881
2956;2291.1013
2957;2561.5669
2958;3350.6580
2959;3112.1694
2960;6225.1824
2961;3113.5168
2962;3353.9388
2963;3354.8571
2964;3965.7365
2965;2909.1354
2966;3967.8946
2967;7275.1345
2968;1506.1638
2969;2912.8460
2970;3641.9672
2971;1987.4691
2972;2083.0576
2973;2303.2431
2974;4863.2798
2975;2085.2121
2976;3128.7449
2977;3651.1112
2978;1992.4681
2979;2923.2122
2980;4872.9050
2981;3374.4699
2982;2925.4655
2983;2582.2222
2984;5488.0944
2985;2440.0942
2986;3379.5054
2987;3380.4227
2988;1691.1687
2989;2749.0163
2990;3999.4709
2991;2200.6541
2992;2935.1272
2993;4403.5860
2994;3388.2935
2995;2098.4647
2996;2755.1671
2997;5511.2036
2998;2100.4100
2999;1918.7175
3000;2596.8228
3001;2760.0595
3002;1578.1387
3003;2326.6222
3004;1579.7069
3005;2949.7178
3006;2766.2928
3007;2330.4446
3008;2460.8553
3009;2606.4925
3010;2954.9454
3011;2217.1559
3012;4032.0907
3013;1775.0757
3014;2774.4893
3015;1586.3058
3016;2613.6783
3017;3418.7325
3018;2223.1199
3019;2471.0580
3020;4044.4520
3021;2472.5398
3022;2120.2672
3023;1591.1547
3024;1938.0066
3025;4953.4563
3026;2623.3578
3027;3717.3353
3028;3718.2482
3029;3719.1425
3030;2480.3701
3031;2791.2885
3032;1595.9848
3033;2235.3257
3034;4968.2707
3035;2033.4153
3036;2983.2706
3037;4068.9996
3038;2238.8987
3039;1659.4025
3040;2359.0396
3041;1359.2015
3042;2492.8096
3043;2493.7467
3044;2993.4254
3045;4490.9372
3046;3208.7374
3047;2496.6246
3048;2809.6287
3049;3747.0452
3050;2811.1862
3051;2646.7613
3052;4091.3531
3053;2501.2130
3054;3216.7714
3055;3217.6981
3056;2816.4215
3057;2651.6829
3058;5635.6769
3059;4099.5748
3060;4510.4267
3061;2374.8533
3062;3009.0707
3063;2376.5237
3064;2823.0422
3065;2657.9120
3066;2152.5891
3067;2380.1224
3068;4112.0226
3069;2056.9619
3070;3017.8031
3071;3773.0848
3072;3773.9970
3073;2516.9405
3074;7551.6244
3075;2832.7925
3076;1889.4720
3077;1890.4179
3078;1513.2986
3079;2270.8961
3080;3785.7213
3081;2524.7487
3082;2674.2022
3083;2393.6516
3084;2676.1973
3085;2528.4534
3086;3251.7940
3087;2530.1040
3088;2278.0218
3089;2848.4587
3090;3798.7763
3091;2171.6754
3092;3801.3437
3093;2401.7880
3094;3511.2257
3095;2853.7839
3096;3262.3881
3097;2687.5819
3098;2539.2143
3099;1306.8518
3100;3268.0444
3101;4576.1574
3102;3520.9665
3103;3270.3936
3104;3053.2901
3105;5089.5874
3106;1992.5301
3107;2183.2463
3108;2184.1427
3109;3529.1474
3110;3059.5188
3111;2416.3481
3112;2701.5631
3113;2552.4190
3114;4595.2503
3115;3830.2842
3116;4179.3966
3117;3284.7360
3118;4181.4795
3119;3067.3446
3120;2707.4001
3121;2877.5464
3122;3837.6386
3123;2879.1497
3124;5759.0973
3125;3072.4393
3126;2426.5530
3127;2712.9650
3128;4612.9346
3129;2714.4281
3130;3297.0144
3131;3078.1388
3132;2716.9390
3133;1925.4555
3134;3081.6599
3135;3302.6999
3136;3854.0562
3137;2721.4486
3138;2314.1626
3139;3086.4787
3140;2724.3027
3141;3088.4722
3142;3861.4576
3143;3565.3402
3144;3311.5968
3145;3091.7536
3146;2899.4514
3147;4218.2651
3148;3315.2765
3149;2110.6730
3150;4644.3256
3151;3871.1681
3152;3574.3067
3153;2324.2418
3154;2735.3361
3155;5167.6201
3156;3578.5027
3157;5815.9345
3158;2737.8480
3159;3581.1844
3160;7760.0615
3161;4233.6629
3162;3327.3336
3163;6655.5082
3164;2741.4399
3165;2913.7153
3166;3330.8774
3167;3588.0111
3168;5183.5692
3169;4666.1077
3170;2333.9983
3171;4668.8941
3172;2458.2566
3173;2031.6878
3174;3338.6947
3175;2461.0349
3176;3340.8973
3177;2462.6572
3178;2463.5995
3179;2754.3699
3180;1419.8490
3181;6694.4279
3182;2343.9981
3183;3907.5770
3184;2468.8884
3185;3609.2970
3186;3352.4122
3187;3611.2095
3188;4268.6887
3189;5218.1722
3190;2936.1347
3191;3132.7402
3192;3133.6503
3193;2137.5286
3194;3359.8967
3195;3619.2691
3196;4278.1931
3197;2477.7819
3198;3924.0632
3199;3140.1820
3200;3926.1417
3201;1885.5069
3202;2481.8751
3203;4287.7785
3204;2144.8407
3205;3146.6909
3206;3934.2714
3207;3148.3292
3208;2778.8760
3209;5249.8730
3210;2055.2086
3211;2781.5145
3212;3378.4748
3213;2253.2669
3214;1753.5021
3215;2492.7611
3216;2961.0859
3217;3385.0241
3218;2788.5928
3219;2963.8125
3220;2259.0923
3221;5272.1006
3222;3954.9888
3223;3390.8967
3224;2064.9796
3225;2262.5906
3226;4320.3809
3227;3961.2623
3228;1902.3531
3229;2643.0111
3230;2504.8432
3231;2800.4671
3232;4761.6833
3233;1764.5482
3234;2072.3799
3235;3972.9745
3236;2384.7303
3237;3180.5684
3238;4338.0447
3239;5965.6829
3240;1989.5131
3241;4341.6593
3242;1837.8138
3243;4344.8216
3244;3677.2975
3245;3678.2180
3246;4347.8863
3247;2518.1395
3248;4785.3605
3249;2659.4742
3250;5984.6845
3251;3192.7414
3252;2521.5281
3253;3686.2229
3254;2995.9921
3255;2523.8844
3256;3426.1958
3257;4797.5529
3258;2285.4964
3259;3429.1326
3260;3201.4380
3261;3002.2830
3262;4003.9536
3263;3003.8945
3264;4370.2041
3265;4371.0190
3266;3435.2972
3267;5344.5712
3268;6013.5146
3269;4374.3707
3270;3437.9262
3271;3438.7467
3272;6018.6701
3273;3210.8856
3274;5352.3571
3275;2677.0865
3276;3707.6515
3277;3708.5525
3278;6888.1606
3279;4019.0067
3280;2297.5219
3281;2681.3812
3282;5363.6464
3283;3714.2124
3284;6036.4671
3285;3450.3368
3286;4392.2414
3287;2301.6445
3288;3223.2289
3289;4029.9328
3290;1792.0424
3291;2689.0007
3292;4400.9971
3293;3228.2877
3294;2849.4269
3295;2692.0619
3296;3728.3876
3297;4407.1694
3298;4408.0667
3299;5388.5167
3300;1797.1333
3301;4412.0489
3302;3034.2095
3303;2312.6777
3304;2857.7757
3305;2858.7146
3306;2859.6539
3307;1801.4392
3308;1678.1651
3309;4056.4782
3310;2434.7805
3311;1873.8650
3312;1874.8243
3313;2438.2097
3314;3251.8761
3315;2121.7435
3316;2569.3580
3317;2713.0408
3318;4884.3658
3319;2571.6648
3320;3054.7560
3321;2573.3708
3322;1747.1413
3323;2330.4530
3324;2225.4749
3325;2577.8007
3326;3266.0760
3327;2450.4950
3328;1961.3413
3329;4458.4892
3330;4459.3946
3331;4088.6840
3332;5452.4576
3333;2727.1711
3334;7013.5711
3335;2888.8778
3336;4093.4891
3337;3071.0510
